Unnamed: 0,sample_id,organ,oncotree_code,disease_state,st_technology,oncotree_code_filled
436,NCBI864,Lung,,Diseased,Xenium,Diseased_Unspecified
437,MEND22,Prostate,,Cancer,Spatial Transcriptomics,Cancer_Unspecified
438,NCBI830,Liver,,Healthy,Visium,Healthy
439,SPA73,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
440,MISC33,Bowel,COAD,Cancer,Visium,COAD
441,NCBI484,Skin,,Diseased,Visium,Diseased_Unspecified
442,SPA39,Heart,,Healthy,Spatial Transcriptomics,Healthy
443,MISC115,Heart,,Healthy,Visium,Healthy
444,NCBI820,Uterus,,Diseased,Visium,Diseased_Unspecified
445,SPA85,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
446,SPA68,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
447,MISC55,Bowel,,Tumor,Visium,Unknown
448,MISC62,Bowel,COAD,Cancer,Visium,COAD
449,MISC23,Lung,,Treated,Visium,Treated_Unspecified
450,TENX97,Breast,IDC,Cancer,Xenium,IDC
451,MISC6,Brain,,Healthy,Visium,Healthy
452,SPA80,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
453,SPA110,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
454,NCBI884,Lung,,Healthy,Xenium,Healthy
455,NCBI483,Skin,,Diseased,Visium,Diseased_Unspecified
456,NCBI697,Kidney,,Diseased,Visium,Diseased_Unspecified
457,INT35,Prostate,PRAD,Cancer,Visium,PRAD
458,MISC126,Heart,,Healthy,Visium,Healthy
459,TENX139,Bowel,COADREAD,Cancer,Xenium,COADREAD
460,NCBI707,Kidney,,Diseased,Visium,Diseased_Unspecified
461,SPA0,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
462,NCBI710,Kidney,,Healthy,Visium,Healthy
463,SPA45,Heart,,Healthy,Spatial Transcriptomics,Healthy
464,MISC15,Lung,,Treated,Visium,Treated_Unspecified
465,SPA99,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
466,MEND51,Lung,,Healthy,Visium,Healthy
467,NCBI535,Lung,,Treated,Visium,Treated_Unspecified
468,NCBI858,Lung,,Diseased,Xenium,Diseased_Unspecified
469,SPA134,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
470,MEND47,Lung,,Healthy,Visium,Healthy
471,NCBI769,Skin,CSCC,Cancer,Spatial Transcriptomics,CSCC
472,SPA88,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
473,MISC58,Bowel,COAD,Cancer,Visium,COAD
474,NCBI603,Bladder,BLCA,Cancer,Visium,BLCA
475,TENX23,Breast,ILC,Cancer,Visium,ILC
476,SPA133,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
477,INT18,Kidney,CCRCC,Cancer,Visium,CCRCC
478,NCBI508,Skin,,Diseased,Visium,Diseased_Unspecified
479,MEND21,Prostate,,Cancer,Spatial Transcriptomics,Cancer_Unspecified
480,SPA86,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
481,SPA116,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
482,SPA79,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
483,SPA60,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
484,MISC39,Bowel,COAD,Cancer,Visium,COAD
485,MISC129,Heart,,Healthy,Visium,Healthy
486,MISC140,Heart,,Healthy,Visium,Healthy
487,MEND154,Prostate,PRAD,Cancer,Visium,PRAD
488,NCBI507,Skin,,Diseased,Visium,Diseased_Unspecified
489,NCBI655,Brain,,Diseased,Visium,Diseased_Unspecified
490,TENX152,Bowel,COAD,Cancer,Visium,COAD
491,NCBI640,Brain,EPM,Cancer,Visium,EPM
492,TENX157,Prostate,PRAD,Cancer,Xenium,PRAD
493,TENX144,Pancreas,,Healthy,Visium HD,Healthy
494,TENX142,Ovary,HGSOC,Cancer,Xenium,HGSOC
495,TENX138,Brain,GBM,Cancer,Xenium,GBM
496,TENX132,Bone,,Healthy,Xenium,Healthy
497,TENX119,Heart,,Healthy,Xenium,Healthy
